TP9,AF7,AF8,TP10
-30.2734375,-63.4765625,-45.8984375,-5.859375
-0.9765625,-68.359375,-37.59765625,9.765625
9.27734375,-77.63671875,-55.17578125,14.16015625
9.765625,-85.9375,-52.24609375,22.4609375
-15.13671875,-101.5625,-39.0625,17.578125
-32.2265625,-89.35546875,-29.296875,12.6953125
-4.39453125,-84.9609375,-28.80859375,24.4140625
20.01953125,-93.75,-40.0390625,28.80859375
45.41015625,-73.73046875,-30.2734375,53.22265625
24.4140625,-80.56640625,-33.69140625,58.59375
-18.5546875,-96.6796875,-46.38671875,20.01953125
3.41796875,-83.49609375,-30.2734375,20.99609375
32.2265625,-82.03125,-25.390625,37.59765625
35.15625,-94.23828125,-37.59765625,38.57421875
3.90625,-101.5625,-44.43359375,41.9921875
-16.11328125,-99.12109375,-38.57421875,43.45703125
10.7421875,-87.40234375,-38.57421875,47.36328125
47.36328125,-70.3125,-42.48046875,58.10546875
62.01171875,-73.2421875,-49.31640625,59.08203125
50.29296875,-82.51953125,-46.875,55.6640625
34.1796875,-73.2421875,-41.015625,55.6640625
30.76171875,-66.40625,-47.36328125,39.55078125
49.8046875,-59.08203125,-45.8984375,28.80859375
69.3359375,-45.8984375,-35.15625,44.921875
41.9921875,-56.640625,-44.921875,41.015625
-3.90625,-72.75390625,-57.12890625,12.6953125
9.27734375,-63.4765625,-40.0390625,20.01953125
42.48046875,-53.22265625,-35.64453125,33.203125
49.8046875,-59.5703125,-42.96875,24.4140625
27.83203125,-65.4296875,-45.8984375,17.578125
-11.23046875,-72.265625,-56.640625,2.9296875
1.953125,-51.7578125,-39.0625,12.6953125
32.71484375,-34.1796875,-28.80859375,26.85546875
24.90234375,-53.22265625,-55.17578125,13.671875
1.953125,-67.3828125,-61.5234375,4.8828125
-28.80859375,-84.47265625,-51.26953125,3.41796875
-31.25,-77.1484375,-45.41015625,3.90625
-5.37109375,-53.7109375,-51.7578125,7.8125
21.484375,-50.78125,-50.78125,22.4609375
19.53125,-68.359375,-43.45703125,26.85546875
-18.5546875,-75.68359375,-45.41015625,13.18359375
-26.3671875,-49.8046875,-41.015625,1.46484375
15.13671875,-33.69140625,-32.71484375,7.32421875
43.45703125,-36.1328125,-26.85546875,17.08984375
16.6015625,-56.640625,-42.96875,-4.39453125
-26.85546875,-72.265625,-51.7578125,-17.578125
-35.15625,-63.4765625,-41.9921875,-15.13671875
-8.7890625,-52.734375,-39.0625,-9.765625
11.23046875,-46.38671875,-44.43359375,-4.8828125
4.8828125,-57.6171875,-47.36328125,-5.37109375
-31.25,-72.265625,-50.78125,-17.08984375
-53.22265625,-58.59375,-46.875,-27.34375
-32.2265625,-41.015625,-39.0625,-22.4609375
-12.6953125,-33.203125,-50.29296875,-21.97265625
3.90625,-27.83203125,-35.15625,-3.90625
-15.13671875,-43.9453125,-23.92578125,-3.41796875
-66.89453125,-62.98828125,-49.8046875,-41.50390625
-51.26953125,-63.4765625,-47.36328125,-41.9921875
-27.83203125,-61.5234375,-46.38671875,-33.203125
-31.25,-62.98828125,-54.6875,-37.109375
-51.7578125,-71.77734375,-60.05859375,-41.50390625
-76.171875,-69.3359375,-62.98828125,-51.7578125
-54.19921875,-52.24609375,-61.03515625,-53.7109375
-13.671875,-45.8984375,-56.15234375,-37.59765625
-17.08984375,-54.19921875,-52.24609375,-38.0859375
-50.78125,-54.19921875,-44.921875,-50.78125
-68.84765625,-55.6640625,-31.25,-43.45703125
-64.94140625,-67.3828125,-36.1328125,-41.9921875
-43.9453125,-63.96484375,-43.45703125,-43.9453125
-25.390625,-59.08203125,-33.203125,-34.66796875
-49.8046875,-70.3125,-34.1796875,-34.66796875
-88.37890625,-79.1015625,-46.875,-51.7578125
-70.80078125,-66.89453125,-43.9453125,-56.15234375
-32.71484375,-57.6171875,-43.9453125,-54.6875
-15.625,-55.17578125,-49.31640625,-50.29296875
-34.1796875,-65.91796875,-52.734375,-51.7578125
-60.546875,-80.078125,-51.26953125,-53.22265625
-51.7578125,-63.4765625,-40.52734375,-41.50390625
-30.2734375,-99.609375,-32.2265625,-33.69140625
-22.4609375,-210.9375,-39.55078125,-32.2265625
-34.66796875,-281.25,-51.7578125,-28.80859375
-55.6640625,-308.10546875,-51.26953125,-29.296875
-54.19921875,-315.4296875,-46.38671875,-30.76171875
-27.83203125,-312.01171875,-46.38671875,-32.71484375
-3.41796875,-317.3828125,-45.8984375,-23.4375
-11.23046875,-321.77734375,-45.41015625,-13.671875
-47.36328125,-320.80078125,-48.33984375,-20.5078125
-59.5703125,-316.40625,-42.96875,-34.66796875
-32.71484375,-299.31640625,-35.15625,-37.59765625
-13.18359375,-280.2734375,-33.69140625,-30.76171875
-21.484375,-291.9921875,-36.1328125,-32.2265625
-53.22265625,-302.24609375,-47.36328125,-46.38671875
-64.453125,-278.3203125,-42.96875,-53.7109375
-31.73828125,-250.9765625,-25.87890625,-34.66796875
-14.16015625,-235.83984375,-37.109375,-32.2265625
-27.83203125,-238.28125,-52.734375,-41.015625
-59.5703125,-251.953125,-60.05859375,-46.38671875
-75.1953125,-250.0,-61.5234375,-54.6875
-43.45703125,-225.09765625,-47.8515625,-44.43359375
-19.04296875,-213.37890625,-47.8515625,-40.52734375
-20.99609375,-213.8671875,-47.8515625,-36.1328125
-44.43359375,-207.51953125,-37.59765625,-34.1796875
-73.2421875,-204.1015625,-36.62109375,-50.29296875
-62.98828125,-191.89453125,-34.66796875,-55.17578125
-28.80859375,-166.9921875,-27.83203125,-35.64453125
-23.4375,-167.96875,-33.69140625,-29.78515625
-59.08203125,-182.12890625,-48.33984375,-50.29296875
-90.8203125,-176.7578125,-48.33984375,-62.5
-76.171875,-163.0859375,-44.43359375,-60.546875
