TP9,AF7,AF8,TP10
-38.0859375,-36.1328125,-44.43359375,-27.83203125
-41.015625,-53.7109375,-49.8046875,-36.62109375
-41.015625,-56.15234375,-49.31640625,-31.73828125
-36.1328125,-50.29296875,-47.8515625,-26.3671875
-28.3203125,-34.66796875,-46.875,-29.78515625
-18.5546875,-9.765625,-42.96875,-38.57421875
-31.25,-46.875,-41.015625,-43.9453125
-48.33984375,-80.56640625,-46.38671875,-51.26953125
-42.96875,-50.29296875,-45.8984375,-49.31640625
-40.0390625,-35.64453125,-41.015625,-44.921875
-42.96875,-39.0625,-42.48046875,-51.7578125
-47.36328125,-56.640625,-42.48046875,-55.17578125
-55.6640625,-69.3359375,-42.96875,-55.17578125
-57.12890625,-69.3359375,-44.43359375,-52.734375
-51.7578125,-45.8984375,-40.52734375,-45.41015625
-41.50390625,-25.390625,-35.64453125,-37.109375
-41.50390625,-40.0390625,-39.55078125,-44.43359375
-46.875,-51.7578125,-43.45703125,-49.8046875
-54.6875,-65.91796875,-44.43359375,-42.96875
-64.94140625,-52.24609375,-49.8046875,-43.45703125
-55.6640625,-42.48046875,-49.8046875,-48.33984375
-47.8515625,-53.7109375,-43.45703125,-49.8046875
-48.828125,-45.8984375,-48.33984375,-49.8046875
-53.7109375,-51.7578125,-51.7578125,-45.8984375
-54.19921875,-54.6875,-48.33984375,-41.9921875
-43.9453125,-34.66796875,-46.875,-43.45703125
-41.015625,-42.96875,-49.31640625,-47.36328125
-46.38671875,-63.4765625,-50.29296875,-49.8046875
-44.921875,-60.546875,-46.38671875,-43.9453125
-37.109375,-21.97265625,-46.875,-37.109375
-32.2265625,-19.04296875,-46.875,-32.71484375
-47.8515625,-45.41015625,-48.33984375,-41.9921875
-54.6875,-54.19921875,-52.24609375,-44.921875
-43.9453125,-59.08203125,-52.734375,-41.015625
-46.875,-46.875,-52.734375,-41.015625
-47.36328125,-24.90234375,-46.38671875,-36.1328125
-42.96875,-30.2734375,-45.8984375,-33.69140625
-46.38671875,-50.29296875,-49.8046875,-37.59765625
-44.921875,-45.8984375,-49.8046875,-40.0390625
-41.015625,-54.6875,-48.828125,-33.69140625
-44.921875,-35.64453125,-51.26953125,-34.1796875
-39.0625,-15.13671875,-49.31640625,-38.57421875
-34.1796875,-58.59375,-48.828125,-40.52734375
-44.43359375,-67.3828125,-49.31640625,-40.52734375
-47.36328125,-53.22265625,-51.26953125,-39.0625
-32.2265625,-33.69140625,-48.33984375,-33.203125
-34.1796875,-25.87890625,-44.43359375,-43.9453125
-58.10546875,-60.05859375,-47.8515625,-64.453125
-69.82421875,-74.21875,-47.8515625,-65.91796875
-67.3828125,-64.453125,-43.45703125,-60.546875
-65.4296875,-32.2265625,-42.48046875,-59.5703125
-62.5,-33.203125,-45.8984375,-62.01171875
-62.98828125,-53.7109375,-47.36328125,-60.546875
-63.4765625,-38.0859375,-43.45703125,-59.08203125
-57.12890625,-48.33984375,-39.55078125,-52.24609375
-56.15234375,-55.6640625,-43.9453125,-51.7578125
-54.19921875,-34.1796875,-52.24609375,-58.59375
-52.734375,-41.015625,-49.8046875,-59.5703125
-58.59375,-62.01171875,-43.9453125,-59.5703125
-56.640625,-62.98828125,-49.8046875,-60.05859375
-53.22265625,-35.15625,-51.26953125,-54.6875
-55.17578125,-28.3203125,-46.875,-49.31640625
-52.24609375,-44.43359375,-47.8515625,-51.7578125
-59.08203125,-59.5703125,-49.8046875,-53.7109375
-66.40625,-58.10546875,-45.41015625,-49.8046875
-53.22265625,-19.04296875,-44.43359375,-48.33984375
-43.9453125,-27.83203125,-47.36328125,-49.31640625
-49.8046875,-50.78125,-49.31640625,-56.15234375
-51.7578125,-66.40625,-48.828125,-58.59375
-46.38671875,-80.078125,-46.38671875,-54.19921875
-48.828125,-48.828125,-44.921875,-49.8046875
-45.8984375,-23.4375,-44.43359375,-46.38671875
-38.57421875,-36.62109375,-43.45703125,-44.921875
-42.96875,-71.2890625,-44.43359375,-49.31640625
-50.29296875,-64.453125,-43.9453125,-43.9453125
-54.19921875,-40.52734375,-42.96875,-31.25
-51.26953125,-20.5078125,-43.45703125,-36.1328125
-47.36328125,-18.5546875,-45.8984375,-43.9453125
-57.12890625,-64.94140625,-51.26953125,-55.17578125
-62.98828125,-82.51953125,-50.29296875,-57.12890625
-58.10546875,-61.5234375,-51.26953125,-47.8515625
-48.33984375,-43.9453125,-50.29296875,-47.8515625
-44.921875,-41.9921875,-49.31640625,-50.29296875
-49.8046875,-62.01171875,-47.36328125,-50.29296875
-50.78125,-78.125,-45.8984375,-42.48046875
-52.24609375,-69.3359375,-45.8984375,-40.0390625
-57.12890625,-35.15625,-47.8515625,-44.43359375
-59.08203125,-28.80859375,-49.31640625,-48.33984375
-62.98828125,-52.734375,-44.921875,-50.78125
-64.94140625,-56.15234375,-43.45703125,-49.8046875
-62.5,-59.5703125,-44.921875,-47.8515625
-54.6875,-43.45703125,-45.41015625,-38.0859375
-54.19921875,-32.2265625,-42.96875,-31.73828125
-54.6875,-50.78125,-42.48046875,-41.015625
-53.7109375,-73.2421875,-43.9453125,-41.9921875
-58.10546875,-64.94140625,-41.50390625,-40.0390625
-52.734375,-42.48046875,-43.9453125,-44.921875
-50.78125,-29.296875,-48.828125,-51.26953125
-57.6171875,-29.296875,-47.36328125,-60.05859375
-57.12890625,-73.2421875,-48.33984375,-62.5
-56.15234375,-67.87109375,-52.24609375,-57.12890625
-61.03515625,-27.34375,-50.78125,-54.6875
-62.5,-43.45703125,-48.828125,-53.22265625
-56.15234375,-61.5234375,-51.7578125,-55.17578125
-51.26953125,-53.7109375,-49.8046875,-54.19921875
-53.22265625,-57.6171875,-50.29296875,-49.8046875
-50.78125,-34.66796875,-53.7109375,-43.45703125
-48.33984375,-22.4609375,-52.24609375,-41.9921875
-47.8515625,-39.55078125,-49.8046875,-41.9921875
-41.9921875,-52.24609375,-48.828125,-43.9453125
-44.43359375,-64.453125,-49.31640625,-50.78125
-48.33984375,-46.38671875,-47.8515625,-49.31640625
-35.15625,-28.80859375,-43.9453125,-33.203125
-44.43359375,-23.92578125,-41.50390625,-36.62109375
-57.12890625,-37.109375,-42.48046875,-56.15234375
-45.41015625,-76.66015625,-43.45703125,-49.8046875
-40.52734375,-54.19921875,-47.36328125,-41.9921875
-44.43359375,-20.5078125,-48.33984375,-50.78125
-48.828125,-34.66796875,-45.8984375,-56.640625
-46.875,-53.7109375,-47.8515625,-52.734375
-50.78125,-53.7109375,-48.828125,-52.24609375
-56.640625,-41.50390625,-47.36328125,-54.6875
-57.6171875,-35.64453125,-51.26953125,-53.22265625
-52.24609375,-37.59765625,-47.8515625,-51.7578125
-49.31640625,-53.22265625,-41.9921875,-52.24609375
-54.19921875,-42.96875,-48.33984375,-47.8515625
-57.6171875,-60.05859375,-52.734375,-47.36328125
-43.9453125,-42.48046875,-48.828125,-44.921875
-36.1328125,-20.5078125,-45.8984375,-44.43359375
-39.0625,-56.640625,-45.41015625,-47.8515625
-37.59765625,-60.05859375,-47.8515625,-44.43359375
-36.1328125,-53.7109375,-46.875,-41.50390625
-37.59765625,-28.3203125,-41.50390625,-41.015625
-37.109375,-20.01953125,-40.0390625,-40.52734375
-41.015625,-43.45703125,-42.96875,-49.31640625
-48.33984375,-55.17578125,-43.9453125,-52.24609375
-49.31640625,-48.33984375,-47.8515625,-47.8515625
-49.31640625,-16.11328125,-48.828125,-43.9453125
-56.15234375,-32.71484375,-46.38671875,-51.7578125
-65.91796875,-70.3125,-50.78125,-58.10546875
-62.98828125,-73.2421875,-50.78125,-56.15234375
-54.19921875,-62.01171875,-43.9453125,-55.17578125
-40.52734375,-21.484375,-42.48046875,-52.24609375
-36.62109375,-9.27734375,-41.9921875,-46.38671875
-53.22265625,-47.36328125,-41.015625,-47.8515625
-46.875,-63.96484375,-44.921875,-51.26953125
-41.9921875,-58.59375,-44.921875,-47.8515625
-50.29296875,-32.2265625,-42.48046875,-43.9453125
-45.41015625,-15.625,-40.52734375,-44.43359375
-43.45703125,-20.01953125,-37.109375,-46.875
-46.875,-62.98828125,-40.52734375,-51.26953125
-45.8984375,-69.3359375,-46.38671875,-51.26953125
-44.921875,-32.2265625,-44.43359375,-41.015625
-43.9453125,-33.203125,-46.875,-45.8984375
-47.36328125,-52.24609375,-49.31640625,-54.6875
-53.22265625,-64.453125,-48.33984375,-51.26953125
-55.17578125,-67.87109375,-50.78125,-46.875
-56.15234375,-38.57421875,-50.78125,-42.48046875
-52.24609375,-20.01953125,-43.9453125,-45.41015625
-45.41015625,-56.15234375,-40.52734375,-47.8515625
-51.26953125,-63.4765625,-45.8984375,-48.828125
-55.17578125,-43.45703125,-46.875,-48.828125
-52.734375,-47.36328125,-43.9453125,-42.48046875
-49.31640625,-41.50390625,-42.48046875,-47.36328125
-47.8515625,-36.1328125,-41.015625,-54.19921875
-49.8046875,-52.734375,-45.8984375,-58.10546875
-47.8515625,-57.6171875,-45.41015625,-56.15234375
-47.8515625,-41.9921875,-42.48046875,-48.828125
-47.8515625,-25.87890625,-43.45703125,-46.875
-48.828125,-39.0625,-44.43359375,-47.8515625
-46.38671875,-66.40625,-47.8515625,-52.734375
-46.38671875,-68.359375,-43.9453125,-50.29296875
-47.8515625,-55.6640625,-42.48046875,-41.015625
-43.45703125,-26.3671875,-42.48046875,-40.52734375
-36.62109375,-14.16015625,-43.9453125,-48.33984375
-36.62109375,-59.5703125,-43.45703125,-51.7578125
-35.15625,-77.63671875,-40.0390625,-48.828125
-44.43359375,-54.19921875,-39.0625,-40.0390625
-44.43359375,-31.73828125,-39.55078125,-35.15625
-41.50390625,-29.296875,-44.921875,-40.52734375
-51.26953125,-52.734375,-42.96875,-43.45703125
-60.05859375,-66.89453125,-44.921875,-41.9921875
-57.12890625,-59.08203125,-53.7109375,-41.015625
-52.734375,-36.1328125,-53.22265625,-44.921875
-46.875,-25.87890625,-53.22265625,-49.31640625
-43.9453125,-22.94921875,-51.7578125,-47.8515625
-47.36328125,-64.94140625,-51.26953125,-45.41015625
-40.52734375,-73.2421875,-53.22265625,-49.31640625
-29.78515625,-30.76171875,-56.640625,-50.78125
-29.296875,-34.66796875,-56.15234375,-46.875
-40.52734375,-49.8046875,-54.19921875,-50.78125
-36.62109375,-65.91796875,-51.7578125,-52.24609375
