TP9,AF7,AF8,TP10
-152.34375,-898.92578125,-810.05859375,20.01953125
202.63671875,405.76171875,513.671875,67.87109375
189.453125,999.51171875,999.51171875,82.51953125
-131.8359375,323.2421875,170.8984375,31.73828125
-361.81640625,-966.796875,-1000.0,-20.5078125
-177.24609375,-1000.0,-984.375,21.484375
195.3125,108.3984375,228.515625,104.00390625
187.5,999.51171875,999.51171875,91.30859375
-94.23828125,722.16796875,293.9453125,28.80859375
-327.63671875,-575.1953125,-962.40234375,-6.8359375
-257.32421875,-1000.0,-1000.0,-2.9296875
125.0,-200.68359375,-62.5,58.10546875
242.67578125,999.51171875,999.51171875,79.58984375
-21.97265625,885.25390625,426.7578125,28.80859375
-295.8984375,-417.48046875,-888.18359375,-26.85546875
-278.80859375,-1000.0,-1000.0,-3.41796875
87.40234375,-211.42578125,-172.36328125,64.453125
249.51171875,999.51171875,999.51171875,66.89453125
-13.18359375,927.734375,623.046875,16.6015625
-308.59375,-327.1484375,-722.16796875,-41.015625
-305.6640625,-1000.0,-1000.0,-31.25
59.5703125,-357.421875,-187.01171875,22.4609375
262.6953125,890.13671875,999.51171875,41.9921875
40.52734375,999.51171875,935.05859375,17.08984375
-252.9296875,193.84765625,-290.52734375,-17.578125
-325.1953125,-1000.0,-1000.0,-35.64453125
12.6953125,-430.6640625,-204.58984375,13.18359375
256.8359375,905.76171875,999.51171875,58.59375
65.4296875,999.51171875,999.51171875,12.6953125
-236.81640625,201.171875,-107.421875,-57.6171875
-348.14453125,-1000.0,-1000.0,-73.73046875
-11.23046875,-771.97265625,-282.71484375,35.64453125
278.80859375,600.5859375,982.91015625,65.91796875
102.5390625,999.51171875,999.51171875,-8.30078125
-221.19140625,162.109375,-90.8203125,-41.015625
-351.5625,-1000.0,-1000.0,-51.7578125
-60.05859375,-874.0234375,-386.71875,-24.4140625
247.0703125,447.265625,897.4609375,39.55078125
128.41796875,999.51171875,999.51171875,28.80859375
-193.359375,245.60546875,137.6953125,-47.8515625
-349.12109375,-1000.0,-1000.0,-68.359375
-62.01171875,-490.72265625,-478.515625,-11.23046875
269.04296875,884.27734375,859.375,27.34375
155.76171875,999.51171875,999.51171875,4.8828125
-163.0859375,150.87890625,146.97265625,-50.78125
-337.890625,-1000.0,-1000.0,-66.40625
-146.97265625,-1000.0,-839.35546875,-16.6015625
214.35546875,-18.5546875,497.0703125,15.625
187.98828125,999.51171875,999.51171875,-8.7890625
-158.203125,263.671875,79.1015625,-63.4765625
-352.5390625,-928.7109375,-1000.0,-86.9140625
-186.5234375,-1000.0,-980.95703125,-64.94140625
183.59375,-158.203125,222.16796875,-10.7421875
239.74609375,999.51171875,999.51171875,4.8828125
-64.94140625,941.89453125,346.6796875,-54.6875
-307.12890625,-307.12890625,-945.3125,-76.171875
-208.984375,-1000.0,-1000.0,-69.3359375
124.0234375,-204.1015625,0.9765625,-136.71875
222.16796875,999.51171875,999.51171875,-156.25
-37.59765625,860.83984375,440.91796875,-132.32421875
-297.8515625,-458.984375,-875.0,-125.9765625
-255.859375,-1000.0,-1000.0,-86.9140625
133.7890625,-154.296875,-135.7421875,-10.25390625
284.66796875,965.8203125,999.51171875,13.18359375
29.296875,999.51171875,643.06640625,-31.25
-274.90234375,217.7734375,-691.89453125,-58.10546875
-307.12890625,-1000.0,-1000.0,-41.015625
77.1484375,-378.41796875,-192.3828125,0.9765625
280.2734375,977.05078125,999.51171875,13.18359375
52.734375,999.51171875,801.26953125,-26.3671875
-250.0,-104.00390625,-503.41796875,-59.5703125
-305.17578125,-1000.0,-1000.0,-199.70703125
25.390625,-608.3984375,-237.79296875,-420.41015625
260.25390625,744.62890625,999.51171875,-344.23828125
77.1484375,999.51171875,960.9375,-362.79296875
-210.44921875,57.6171875,-247.0703125,-548.828125
-314.453125,-1000.0,-1000.0,-587.890625
-18.06640625,-402.83203125,-292.96875,-558.10546875
274.90234375,903.80859375,959.9609375,-489.74609375
122.55859375,999.51171875,999.51171875,-466.796875
-187.98828125,175.78125,-42.48046875,-408.69140625
-312.5,-1000.0,-1000.0,-378.41796875
-47.36328125,-928.7109375,-515.625,-290.52734375
263.18359375,363.76953125,809.5703125,-142.08984375
