TP9,AF7,AF8,TP10
-385.7421875,-187.01171875,-238.76953125,-27.83203125
630.859375,986.328125,974.12109375,-25.390625
982.91015625,999.51171875,999.51171875,-39.55078125
842.7734375,230.46875,1.46484375,-52.24609375
846.6796875,-1000.0,-1000.0,-45.41015625
983.3984375,-374.51171875,-389.6484375,-34.1796875
939.94140625,926.7578125,901.3671875,-27.34375
970.703125,999.51171875,999.51171875,-30.76171875
838.37890625,253.41796875,152.83203125,-44.43359375
-214.35546875,-957.03125,-1000.0,-49.31640625
-1000.0,-1000.0,-733.88671875,-37.59765625
-979.4921875,-245.60546875,621.09375,-35.64453125
-985.3515625,999.51171875,999.51171875,-58.10546875
-1000.0,177.24609375,152.34375,-70.80078125
-1000.0,-1000.0,-1000.0,-51.26953125
-1000.0,-1000.0,-881.8359375,-38.0859375
-1000.0,-139.16015625,417.96875,-39.0625
-1000.0,999.51171875,999.51171875,-38.57421875
-1000.0,359.375,179.6875,-61.03515625
-1000.0,-950.1953125,-1000.0,-70.80078125
-1000.0,-1000.0,-1000.0,-60.05859375
-1000.0,-187.5,153.80859375,-56.15234375
-1000.0,999.51171875,999.51171875,-52.24609375
-1000.0,608.88671875,291.9921875,-56.640625
-1000.0,-770.99609375,-967.28515625,-52.734375
-1000.0,-1000.0,-1000.0,-42.96875
-1000.0,-215.33203125,-68.84765625,-31.25
-1000.0,999.51171875,999.51171875,-26.3671875
-1000.0,786.1328125,430.6640625,-36.1328125
-1000.0,-559.08203125,-889.6484375,-44.43359375
-1000.0,-1000.0,-1000.0,-41.50390625
-1000.0,-211.42578125,-189.94140625,-21.97265625
-1000.0,999.51171875,999.51171875,-20.99609375
-948.2421875,999.51171875,662.109375,-41.50390625
-1000.0,-193.84765625,-692.87109375,-48.33984375
-331.0546875,-1000.0,-1000.0,-42.96875
900.87890625,-165.52734375,-194.82421875,-37.59765625
997.0703125,999.51171875,999.51171875,-32.71484375
-30.76171875,999.51171875,889.6484375,-48.33984375
-1000.0,-57.6171875,-385.7421875,-60.05859375
-984.375,-1000.0,-1000.0,-52.734375
-979.4921875,-248.046875,-205.56640625,-46.38671875
-1000.0,963.37890625,999.51171875,-35.64453125
-1000.0,999.51171875,999.51171875,-41.50390625
-1000.0,118.1640625,-138.671875,-57.6171875
-1000.0,-1000.0,-1000.0,-53.7109375
-1000.0,-805.6640625,-351.5625,-43.9453125
-1000.0,530.76171875,924.31640625,-36.1328125
-1000.0,999.51171875,999.51171875,-36.62109375
